DATE,TIME PERIOD,NEW CISS - Composite Indicator of Systemic Stress. (CISS.D.NL.Z0Z.4F.EC.SS_CIN.IDX)
25.01.12,25. Jan 12,0.145
26.01.12,26. Jan 12,0.1472
27.01.12,27. Jan 12,0.146
30.01.12,30. Jan 12,0.1519
31.01.12,31. Jan 12,0.164
01.02.12,01. Feb 12,0.1395
02.02.12,02. Feb 12,0.1418
03.02.12,03. Feb 12,0.1465
06.02.12,06. Feb 12,0.1579
07.02.12,07. Feb 12,0.1592
08.02.12,08. Feb 12,0.159
09.02.12,09. Feb 12,0.1638
10.02.12,10. Feb 12,0.1914
13.02.12,13. Feb 12,0.1921
14.02.12,14. Feb 12,0.1818
15.02.12,15. Feb 12,0.1735
16.02.12,16. Feb 12,0.165
17.02.12,17. Feb 12,0.1684
20.02.12,20. Feb 12,0.184
21.02.12,21. Feb 12,0.1935
22.02.12,22. Feb 12,0.2092
23.02.12,23. Feb 12,0.219
24.02.12,24. Feb 12,0.2151
27.02.12,27. Feb 12,0.209
28.02.12,28. Feb 12,0.1986
29.02.12,29. Feb 12,0.1784
01.03.12,01. Mar 12,0.1872
02.03.12,02. Mar 12,0.2034
05.03.12,05. Mar 12,0.1947
06.03.12,06. Mar 12,0.209
07.03.12,07. Mar 12,0.1989
08.03.12,08. Mar 12,0.2227
09.03.12,09. Mar 12,0.2173
12.03.12,12. Mar 12,0.1818
13.03.12,13. Mar 12,0.1742
14.03.12,14. Mar 12,0.1717
15.03.12,15. Mar 12,0.1613
16.03.12,16. Mar 12,0.163
19.03.12,19. Mar 12,0.1631
20.03.12,20. Mar 12,0.162
21.03.12,21. Mar 12,0.1567
22.03.12,22. Mar 12,0.1689
23.03.12,23. Mar 12,0.1503
26.03.12,26. Mar 12,0.1512
27.03.12,27. Mar 12,0.1515
28.03.12,28. Mar 12,0.1551
29.03.12,29. Mar 12,0.1639
30.03.12,30. Mar 12,0.1594
02.04.12,02. Apr 12,0.1658
03.04.12,03. Apr 12,0.1621
04.04.12,04. Apr 12,0.1588
05.04.12,05. Apr 12,0.1538
06.04.12,06. Apr 12,0.1472
09.04.12,09. Apr 12,0.1381
10.04.12,10. Apr 12,0.1474
11.04.12,11. Apr 12,0.1459
12.04.12,12. Apr 12,0.1392
13.04.12,13. Apr 12,0.1374
16.04.12,16. Apr 12,0.1293
17.04.12,17. Apr 12,0.1294
18.04.12,18. Apr 12,0.1239
19.04.12,19. Apr 12,0.1196
20.04.12,20. Apr 12,0.1101
23.04.12,23. Apr 12,0.1211
24.04.12,24. Apr 12,0.1418
25.04.12,25. Apr 12,0.1455
26.04.12,26. Apr 12,0.1546
27.04.12,27. Apr 12,0.1488
30.04.12,30. Apr 12,0.147
01.05.12,01. May 12,0.1421
02.05.12,02. May 12,0.1397
03.05.12,03. May 12,0.1291
04.05.12,04. May 12,0.1357
07.05.12,07. May 12,0.1186
08.05.12,08. May 12,0.1294
09.05.12,09. May 12,0.125
10.05.12,10. May 12,0.1213
11.05.12,11. May 12,0.1263
14.05.12,14. May 12,0.1386
15.05.12,15. May 12,0.144
16.05.12,16. May 12,0.1366
17.05.12,17. May 12,0.1381
18.05.12,18. May 12,0.1273
21.05.12,21. May 12,0.1232
22.05.12,22. May 12,0.1227
23.05.12,23. May 12,0.1304
24.05.12,24. May 12,0.1327
25.05.12,25. May 12,0.1399
28.05.12,28. May 12,0.1391
29.05.12,29. May 12,0.1367
30.05.12,30. May 12,0.1595
31.05.12,31. May 12,0.1633
01.06.12,01. Jun 12,0.1705
04.06.12,04. Jun 12,0.1716
05.06.12,05. Jun 12,0.1808
06.06.12,06. Jun 12,0.1988
07.06.12,07. Jun 12,0.2004
08.06.12,08. Jun 12,0.2061
11.06.12,11. Jun 12,0.2015
12.06.12,12. Jun 12,0.2111
13.06.12,13. Jun 12,0.1955
14.06.12,14. Jun 12,0.1956
15.06.12,15. Jun 12,0.1867
18.06.12,18. Jun 12,0.1648
19.06.12,19. Jun 12,0.166
20.06.12,20. Jun 12,0.1549
21.06.12,21. Jun 12,0.1527
22.06.12,22. Jun 12,0.1401
25.06.12,25. Jun 12,0.1606
26.06.12,26. Jun 12,0.1596
27.06.12,27. Jun 12,0.1567
28.06.12,28. Jun 12,0.163
29.06.12,29. Jun 12,0.1633
02.07.12,02. Jul 12,0.1873
03.07.12,03. Jul 12,0.1908
04.07.12,04. Jul 12,0.1846
05.07.12,05. Jul 12,0.2017
06.07.12,06. Jul 12,0.1757
09.07.12,09. Jul 12,0.1977
10.07.12,10. Jul 12,0.1972
11.07.12,11. Jul 12,0.1898
12.07.12,12. Jul 12,0.1867
13.07.12,13. Jul 12,0.1762
16.07.12,16. Jul 12,0.1624
17.07.12,17. Jul 12,0.151
18.07.12,18. Jul 12,0.1544
19.07.12,19. Jul 12,0.1409
20.07.12,20. Jul 12,0.1411
23.07.12,23. Jul 12,0.1758
24.07.12,24. Jul 12,0.1932
25.07.12,25. Jul 12,0.1773
26.07.12,26. Jul 12,0.1787
27.07.12,27. Jul 12,0.1668
30.07.12,30. Jul 12,0.1644
31.07.12,31. Jul 12,0.1592
01.08.12,01. Aug 12,0.1487
02.08.12,02. Aug 12,0.1586
03.08.12,03. Aug 12,0.1495
06.08.12,06. Aug 12,0.1595
07.08.12,07. Aug 12,0.1734
08.08.12,08. Aug 12,0.1915
09.08.12,09. Aug 12,0.1957
10.08.12,10. Aug 12,0.182
13.08.12,13. Aug 12,0.179
14.08.12,14. Aug 12,0.1668
15.08.12,15. Aug 12,0.1548
16.08.12,16. Aug 12,0.1413
17.08.12,17. Aug 12,0.1285
20.08.12,20. Aug 12,0.1199
21.08.12,21. Aug 12,0.1028
22.08.12,22. Aug 12,0.107
23.08.12,23. Aug 12,0.1049
24.08.12,24. Aug 12,0.1025
27.08.12,27. Aug 12,0.0951
28.08.12,28. Aug 12,0.0906
29.08.12,29. Aug 12,0.0836
30.08.12,30. Aug 12,0.0841
31.08.12,31. Aug 12,0.0797
03.09.12,03. Sep 12,0.0713
04.09.12,04. Sep 12,0.0703
05.09.12,05. Sep 12,0.0691
06.09.12,06. Sep 12,0.0719
07.09.12,07. Sep 12,0.074
10.09.12,10. Sep 12,0.0689
11.09.12,11. Sep 12,0.0721
12.09.12,12. Sep 12,0.0639
13.09.12,13. Sep 12,0.0717
14.09.12,14. Sep 12,0.0625
17.09.12,17. Sep 12,0.0715
18.09.12,18. Sep 12,0.0778
19.09.12,19. Sep 12,0.0736
20.09.12,20. Sep 12,0.0766
21.09.12,21. Sep 12,0.074
24.09.12,24. Sep 12,0.0781
25.09.12,25. Sep 12,0.0711
26.09.12,26. Sep 12,0.0954
27.09.12,27. Sep 12,0.0959
28.09.12,28. Sep 12,0.0892
01.10.12,01. Oct 12,0.0885
02.10.12,02. Oct 12,0.0864
03.10.12,03. Oct 12,0.0868
04.10.12,04. Oct 12,0.0791
05.10.12,05. Oct 12,0.0817
08.10.12,08. Oct 12,0.0763
09.10.12,09. Oct 12,0.0772
10.10.12,10. Oct 12,0.0738
11.10.12,11. Oct 12,0.0736
12.10.12,12. Oct 12,0.0716
15.10.12,15. Oct 12,0.067
16.10.12,16. Oct 12,0.0668
17.10.12,17. Oct 12,0.0657
18.10.12,18. Oct 12,0.0667
19.10.12,19. Oct 12,0.0638
22.10.12,22. Oct 12,0.0594
23.10.12,23. Oct 12,0.0568
24.10.12,24. Oct 12,0.0502
25.10.12,25. Oct 12,0.0437
26.10.12,26. Oct 12,0.0405
29.10.12,29. Oct 12,0.0441
30.10.12,30. Oct 12,0.0414
31.10.12,31. Oct 12,0.0414
01.11.12,01. Nov 12,0.0384
02.11.12,02. Nov 12,0.0343
05.11.12,05. Nov 12,0.0322
06.11.12,06. Nov 12,0.0318
07.11.12,07. Nov 12,0.0343
08.11.12,08. Nov 12,0.0318
09.11.12,09. Nov 12,0.037
12.11.12,12. Nov 12,0.0381
13.11.12,13. Nov 12,0.0422
14.11.12,14. Nov 12,0.0458
15.11.12,15. Nov 12,0.0518
16.11.12,16. Nov 12,0.0646
19.11.12,19. Nov 12,0.0744
20.11.12,20. Nov 12,0.0738
21.11.12,21. Nov 12,0.0799
22.11.12,22. Nov 12,0.0739
23.11.12,23. Nov 12,0.0735
26.11.12,26. Nov 12,0.0673
27.11.12,27. Nov 12,0.0663
28.11.12,28. Nov 12,0.0563
29.11.12,29. Nov 12,0.0545
30.11.12,30. Nov 12,0.0601
03.12.12,03. Dec 12,0.0551
04.12.12,04. Dec 12,0.0521
05.12.12,05. Dec 12,0.0449
06.12.12,06. Dec 12,0.0463
07.12.12,07. Dec 12,0.0361
10.12.12,10. Dec 12,0.038
11.12.12,11. Dec 12,0.036
12.12.12,12. Dec 12,0.0359
13.12.12,13. Dec 12,0.0371
14.12.12,14. Dec 12,0.0356
17.12.12,17. Dec 12,0.0347
18.12.12,18. Dec 12,0.0336
19.12.12,19. Dec 12,0.0335
20.12.12,20. Dec 12,0.0362
21.12.12,21. Dec 12,0.0348
24.12.12,24. Dec 12,0.0379
25.12.12,25. Dec 12,0.0428
26.12.12,26. Dec 12,0.0455
27.12.12,27. Dec 12,0.0423
28.12.12,28. Dec 12,0.038
31.12.12,31. Dec 12,0.0407
01.01.13,01. Jan 13,0.0411
02.01.13,02. Jan 13,0.0209
03.01.13,03. Jan 13,0.0225
04.01.13,04. Jan 13,0.03
07.01.13,07. Jan 13,0.0319
08.01.13,08. Jan 13,0.0377
09.01.13,09. Jan 13,0.038
10.01.13,10. Jan 13,0.0386
11.01.13,11. Jan 13,0.0332
14.01.13,14. Jan 13,0.0332
15.01.13,15. Jan 13,0.0387
16.01.13,16. Jan 13,0.0403
17.01.13,17. Jan 13,0.0388
18.01.13,18. Jan 13,0.039
21.01.13,21. Jan 13,0.0375
22.01.13,22. Jan 13,0.0348
23.01.13,23. Jan 13,0.0339
24.01.13,24. Jan 13,0.0342
25.01.13,25. Jan 13,0.0272
28.01.13,28. Jan 13,0.0264
29.01.13,29. Jan 13,0.0235
30.01.13,30. Jan 13,0.0204
31.01.13,31. Jan 13,0.0181
01.02.13,01. Feb 13,0.0163
04.02.13,04. Feb 13,0.0202
05.02.13,05. Feb 13,0.0225
06.02.13,06. Feb 13,0.0235
07.02.13,07. Feb 13,0.0239
08.02.13,08. Feb 13,0.0274
11.02.13,11. Feb 13,0.0386
12.02.13,12. Feb 13,0.0421
13.02.13,13. Feb 13,0.0378
14.02.13,14. Feb 13,0.0372
15.02.13,15. Feb 13,0.0337
18.02.13,18. Feb 13,0.0319
19.02.13,19. Feb 13,0.026
20.02.13,20. Feb 13,0.0246
21.02.13,21. Feb 13,0.0401
22.02.13,22. Feb 13,0.0446
25.02.13,25. Feb 13,0.0447
26.02.13,26. Feb 13,0.0708
27.02.13,27. Feb 13,0.0792
28.02.13,28. Feb 13,0.073
01.03.13,01. Mar 13,0.0669
04.03.13,04. Mar 13,0.0624
05.03.13,05. Mar 13,0.0598
06.03.13,06. Mar 13,0.0544
07.03.13,07. Mar 13,0.0458
08.03.13,08. Mar 13,0.0488
11.03.13,11. Mar 13,0.0479
12.03.13,12. Mar 13,0.0417
13.03.13,13. Mar 13,0.0416
14.03.13,14. Mar 13,0.0378
15.03.13,15. Mar 13,0.0421
18.03.13,18. Mar 13,0.0522
19.03.13,19. Mar 13,0.0511
20.03.13,20. Mar 13,0.0475
21.03.13,21. Mar 13,0.0414
22.03.13,22. Mar 13,0.0391
25.03.13,25. Mar 13,0.0351
26.03.13,26. Mar 13,0.038
27.03.13,27. Mar 13,0.0398
28.03.13,28. Mar 13,0.0201
29.03.13,29. Mar 13,0.019
01.04.13,01. Apr 13,0.0157
02.04.13,02. Apr 13,0.0165
03.04.13,03. Apr 13,0.0162
04.04.13,04. Apr 13,0.0203
05.04.13,05. Apr 13,0.0229
08.04.13,08. Apr 13,0.0301
09.04.13,09. Apr 13,0.0331
10.04.13,10. Apr 13,0.0368
11.04.13,11. Apr 13,0.0378
12.04.13,12. Apr 13,0.038
15.04.13,15. Apr 13,0.0368
16.04.13,16. Apr 13,0.0322
17.04.13,17. Apr 13,0.034
18.04.13,18. Apr 13,0.0285
19.04.13,19. Apr 13,0.0289
22.04.13,22. Apr 13,0.0265
23.04.13,23. Apr 13,0.0299
24.04.13,24. Apr 13,0.0296
25.04.13,25. Apr 13,0.0264
26.04.13,26. Apr 13,0.0296
29.04.13,29. Apr 13,0.0266
30.04.13,30. Apr 13,0.0278
01.05.13,01. May 13,0.0254
02.05.13,02. May 13,0.0197
03.05.13,03. May 13,0.0151
06.05.13,06. May 13,0.0176
07.05.13,07. May 13,0.0173
08.05.13,08. May 13,0.0175
09.05.13,09. May 13,0.0174
10.05.13,10. May 13,0.0136
13.05.13,13. May 13,0.0137
14.05.13,14. May 13,0.0146
15.05.13,15. May 13,0.0117
16.05.13,16. May 13,0.0113
17.05.13,17. May 13,0.0117
20.05.13,20. May 13,0.0085
21.05.13,21. May 13,0.0073
22.05.13,22. May 13,0.0075
23.05.13,23. May 13,0.0127
24.05.13,24. May 13,0.0107
27.05.13,27. May 13,0.0091
28.05.13,28. May 13,0.0089
29.05.13,29. May 13,0.0088
30.05.13,30. May 13,0.0071
31.05.13,31. May 13,0.008
03.06.13,03. Jun 13,0.0068
04.06.13,04. Jun 13,0.0066
05.06.13,05. Jun 13,0.0099
06.06.13,06. Jun 13,0.0102
07.06.13,07. Jun 13,0.0134
10.06.13,10. Jun 13,0.0132
11.06.13,11. Jun 13,0.016
12.06.13,12. Jun 13,0.0185
13.06.13,13. Jun 13,0.019
14.06.13,14. Jun 13,0.0195
17.06.13,17. Jun 13,0.019
18.06.13,18. Jun 13,0.0183
19.06.13,19. Jun 13,0.0184
20.06.13,20. Jun 13,0.0529
21.06.13,21. Jun 13,0.0706
24.06.13,24. Jun 13,0.0851
25.06.13,25. Jun 13,0.0917
26.06.13,26. Jun 13,0.0976
27.06.13,27. Jun 13,0.0946
28.06.13,28. Jun 13,0.0962
01.07.13,01. Jul 13,0.0879
02.07.13,02. Jul 13,0.0776
03.07.13,03. Jul 13,0.0813
04.07.13,04. Jul 13,0.0836
05.07.13,05. Jul 13,0.0781
08.07.13,08. Jul 13,0.0645
09.07.13,09. Jul 13,0.0553
10.07.13,10. Jul 13,0.0524
11.07.13,11. Jul 13,0.0446
12.07.13,12. Jul 13,0.0418
15.07.13,15. Jul 13,0.0356
16.07.13,16. Jul 13,0.0327
17.07.13,17. Jul 13,0.0288
18.07.13,18. Jul 13,0.0257
19.07.13,19. Jul 13,0.0197
22.07.13,22. Jul 13,0.0157
23.07.13,23. Jul 13,0.0142
24.07.13,24. Jul 13,0.0183
25.07.13,25. Jul 13,0.0172
26.07.13,26. Jul 13,0.0162
29.07.13,29. Jul 13,0.0135
30.07.13,30. Jul 13,0.0099
31.07.13,31. Jul 13,0.0089
01.08.13,01. Aug 13,0.0085
02.08.13,02. Aug 13,0.0069
05.08.13,05. Aug 13,0.0075
06.08.13,06. Aug 13,0.0056
07.08.13,07. Aug 13,0.0061
08.08.13,08. Aug 13,0.0054
09.08.13,09. Aug 13,0.0044
12.08.13,12. Aug 13,0.0047
13.08.13,13. Aug 13,0.008
14.08.13,14. Aug 13,0.0069
15.08.13,15. Aug 13,0.0092
16.08.13,16. Aug 13,0.0078
19.08.13,19. Aug 13,0.0087
20.08.13,20. Aug 13,0.0105
21.08.13,21. Aug 13,0.0088
22.08.13,22. Aug 13,0.0075
23.08.13,23. Aug 13,0.0058
26.08.13,26. Aug 13,0.0046
27.08.13,27. Aug 13,0.0161
28.08.13,28. Aug 13,0.014
29.08.13,29. Aug 13,0.0161
30.08.13,30. Aug 13,0.0145
02.09.13,02. Sep 13,0.0153
03.09.13,03. Sep 13,0.0136
04.09.13,04. Sep 13,0.0105
05.09.13,05. Sep 13,0.0094
06.09.13,06. Sep 13,0.0073
09.09.13,09. Sep 13,0.0064
10.09.13,10. Sep 13,0.006
11.09.13,11. Sep 13,0.005
12.09.13,12. Sep 13,0.0036
13.09.13,13. Sep 13,0.0027
16.09.13,16. Sep 13,0.002
17.09.13,17. Sep 13,0.0024
18.09.13,18. Sep 13,0.0021
19.09.13,19. Sep 13,0.0063
20.09.13,20. Sep 13,0.0055
23.09.13,23. Sep 13,0.0051
24.09.13,24. Sep 13,0.0038
25.09.13,25. Sep 13,0.0034
26.09.13,26. Sep 13,0.0032
27.09.13,27. Sep 13,0.0035
30.09.13,30. Sep 13,0.0062
01.10.13,01. Oct 13,0.0039
02.10.13,02. Oct 13,0.0027
03.10.13,03. Oct 13,0.0056
04.10.13,04. Oct 13,0.0058
07.10.13,07. Oct 13,0.0054
08.10.13,08. Oct 13,0.0056
09.10.13,09. Oct 13,0.0073
10.10.13,10. Oct 13,0.0062
11.10.13,11. Oct 13,0.0049
14.10.13,14. Oct 13,0.0033
15.10.13,15. Oct 13,0.0053
16.10.13,16. Oct 13,0.0054
17.10.13,17. Oct 13,0.0068
18.10.13,18. Oct 13,0.0063
21.10.13,21. Oct 13,0.0052
22.10.13,22. Oct 13,0.0046
23.10.13,23. Oct 13,0.0065
24.10.13,24. Oct 13,0.0053
25.10.13,25. Oct 13,0.0059
28.10.13,28. Oct 13,0.0052
29.10.13,29. Oct 13,0.0054
30.10.13,30. Oct 13,0.0048
31.10.13,31. Oct 13,0.011
01.11.13,01. Nov 13,0.0159
04.11.13,04. Nov 13,0.0107
05.11.13,05. Nov 13,0.0173
06.11.13,06. Nov 13,0.0116
07.11.13,07. Nov 13,0.0253
08.11.13,08. Nov 13,0.0245
11.11.13,11. Nov 13,0.0209
12.11.13,12. Nov 13,0.0224
13.11.13,13. Nov 13,0.0209
14.11.13,14. Nov 13,0.018
15.11.13,15. Nov 13,0.0168
18.11.13,18. Nov 13,0.0182
19.11.13,19. Nov 13,0.0209
20.11.13,20. Nov 13,0.0195
21.11.13,21. Nov 13,0.0231
22.11.13,22. Nov 13,0.0249
25.11.13,25. Nov 13,0.0235
26.11.13,26. Nov 13,0.0263
27.11.13,27. Nov 13,0.0252
28.11.13,28. Nov 13,0.0227
29.11.13,29. Nov 13,0.0217
02.12.13,02. Dec 13,0.0219
03.12.13,03. Dec 13,0.0317
04.12.13,04. Dec 13,0.0344
05.12.13,05. Dec 13,0.0469
06.12.13,06. Dec 13,0.0476
09.12.13,09. Dec 13,0.0501
10.12.13,10. Dec 13,0.0476
11.12.13,11. Dec 13,0.0499
12.12.13,12. Dec 13,0.0638
13.12.13,13. Dec 13,0.0617
16.12.13,16. Dec 13,0.0527
17.12.13,17. Dec 13,0.0503
18.12.13,18. Dec 13,0.046
19.12.13,19. Dec 13,0.0503
20.12.13,20. Dec 13,0.0368
23.12.13,23. Dec 13,0.0271
24.12.13,24. Dec 13,0.0203
25.12.13,25. Dec 13,0.0145
26.12.13,26. Dec 13,0.0106
27.12.13,27. Dec 13,0.0197
30.12.13,30. Dec 13,0.0178
31.12.13,31. Dec 13,0.0118
01.01.14,01. Jan 14,0.0103
02.01.14,02. Jan 14,0.0166
03.01.14,03. Jan 14,0.015
06.01.14,06. Jan 14,0.0143
07.01.14,07. Jan 14,0.0102
08.01.14,08. Jan 14,0.0089
09.01.14,09. Jan 14,0.0104
10.01.14,10. Jan 14,0.0124
13.01.14,13. Jan 14,0.017
14.01.14,14. Jan 14,0.0153
15.01.14,15. Jan 14,0.0202
16.01.14,16. Jan 14,0.0251
17.01.14,17. Jan 14,0.0296
20.01.14,20. Jan 14,0.0299
21.01.14,21. Jan 14,0.0338
22.01.14,22. Jan 14,0.0332
23.01.14,23. Jan 14,0.0421
24.01.14,24. Jan 14,0.0809
27.01.14,27. Jan 14,0.0707
28.01.14,28. Jan 14,0.0579
29.01.14,29. Jan 14,0.055
30.01.14,30. Jan 14,0.0493
31.01.14,31. Jan 14,0.0546
03.02.14,03. Feb 14,0.0509
04.02.14,04. Feb 14,0.0463
05.02.14,05. Feb 14,0.0399
06.02.14,06. Feb 14,0.044
07.02.14,07. Feb 14,0.0495
10.02.14,10. Feb 14,0.0444
11.02.14,11. Feb 14,0.0377
12.02.14,12. Feb 14,0.0366
13.02.14,13. Feb 14,0.033
14.02.14,14. Feb 14,0.0238
17.02.14,17. Feb 14,0.0204
18.02.14,18. Feb 14,0.0187
19.02.14,19. Feb 14,0.0178
20.02.14,20. Feb 14,0.0219
21.02.14,21. Feb 14,0.0241
24.02.14,24. Feb 14,0.0224
25.02.14,25. Feb 14,0.0262
26.02.14,26. Feb 14,0.0318
27.02.14,27. Feb 14,0.0394
28.02.14,28. Feb 14,0.0577
03.03.14,03. Mar 14,0.0856
04.03.14,04. Mar 14,0.0658
05.03.14,05. Mar 14,0.0519
06.03.14,06. Mar 14,0.0379
07.03.14,07. Mar 14,0.0548
10.03.14,10. Mar 14,0.0508
11.03.14,11. Mar 14,0.0409
12.03.14,12. Mar 14,0.0384
13.03.14,13. Mar 14,0.0375
14.03.14,14. Mar 14,0.0385
17.03.14,17. Mar 14,0.0285
18.03.14,18. Mar 14,0.022
19.03.14,19. Mar 14,0.0216
20.03.14,20. Mar 14,0.0265
21.03.14,21. Mar 14,0.0259
24.03.14,24. Mar 14,0.026
25.03.14,25. Mar 14,0.0255
26.03.14,26. Mar 14,0.0251
27.03.14,27. Mar 14,0.0324
28.03.14,28. Mar 14,0.028
31.03.14,31. Mar 14,0.027
01.04.14,01. Apr 14,0.0209
02.04.14,02. Apr 14,0.0206
03.04.14,03. Apr 14,0.0194
04.04.14,04. Apr 14,0.0241
07.04.14,07. Apr 14,0.0224
08.04.14,08. Apr 14,0.0211
09.04.14,09. Apr 14,0.0183
10.04.14,10. Apr 14,0.032
11.04.14,11. Apr 14,0.0346
14.04.14,14. Apr 14,0.0316
15.04.14,15. Apr 14,0.0313
16.04.14,16. Apr 14,0.0276
17.04.14,17. Apr 14,0.0218
18.04.14,18. Apr 14,0.0203
21.04.14,21. Apr 14,0.0185
22.04.14,22. Apr 14,0.0204
23.04.14,23. Apr 14,0.0216
24.04.14,24. Apr 14,0.0217
25.04.14,25. Apr 14,0.0284
28.04.14,28. Apr 14,0.03
29.04.14,29. Apr 14,0.0251
30.04.14,30. Apr 14,0.0226
01.05.14,01. May 14,0.0188
02.05.14,02. May 14,0.018
05.05.14,05. May 14,0.0206
06.05.14,06. May 14,0.0221
07.05.14,07. May 14,0.0224
08.05.14,08. May 14,0.0225
09.05.14,09. May 14,0.0381
12.05.14,12. May 14,0.0365
13.05.14,13. May 14,0.0329
14.05.14,14. May 14,0.0341
15.05.14,15. May 14,0.0389
16.05.14,16. May 14,0.0314
19.05.14,19. May 14,0.0237
20.05.14,20. May 14,0.0219
21.05.14,21. May 14,0.0232
22.05.14,22. May 14,0.0206
23.05.14,23. May 14,0.0162
26.05.14,26. May 14,0.0116
27.05.14,27. May 14,0.0101
28.05.14,28. May 14,0.0132
29.05.14,29. May 14,0.0105
30.05.14,30. May 14,0.0126
02.06.14,02. Jun 14,0.0102
03.06.14,03. Jun 14,0.0117
04.06.14,04. Jun 14,0.0132
05.06.14,05. Jun 14,0.0169
06.06.14,06. Jun 14,0.0259
09.06.14,09. Jun 14,0.0224
10.06.14,10. Jun 14,0.0208
11.06.14,11. Jun 14,0.0179
12.06.14,12. Jun 14,0.0166
13.06.14,13. Jun 14,0.0189
16.06.14,16. Jun 14,0.0164
17.06.14,17. Jun 14,0.0163
18.06.14,18. Jun 14,0.0139
19.06.14,19. Jun 14,0.0135
20.06.14,20. Jun 14,0.0156
23.06.14,23. Jun 14,0.0145
24.06.14,24. Jun 14,0.0128
25.06.14,25. Jun 14,0.0154
26.06.14,26. Jun 14,0.0158
27.06.14,27. Jun 14,0.0127
30.06.14,30. Jun 14,0.0109
01.07.14,01. Jul 14,0.0109
02.07.14,02. Jul 14,0.0092
03.07.14,03. Jul 14,0.0073
04.07.14,04. Jul 14,0.0086
07.07.14,07. Jul 14,0.0104
08.07.14,08. Jul 14,0.0124
09.07.14,09. Jul 14,0.0094
10.07.14,10. Jul 14,0.0148
11.07.14,11. Jul 14,0.0126
14.07.14,14. Jul 14,0.0114
15.07.14,15. Jul 14,0.0126
16.07.14,16. Jul 14,0.011
17.07.14,17. Jul 14,0.0115
18.07.14,18. Jul 14,0.0098
21.07.14,21. Jul 14,0.0084
22.07.14,22. Jul 14,0.0073
23.07.14,23. Jul 14,0.0057
24.07.14,24. Jul 14,0.0044
25.07.14,25. Jul 14,0.0055
28.07.14,28. Jul 14,0.0046
29.07.14,29. Jul 14,0.0037
30.07.14,30. Jul 14,0.0033
31.07.14,31. Jul 14,0.004
01.08.14,01. Aug 14,0.006
04.08.14,04. Aug 14,0.0072
05.08.14,05. Aug 14,0.0066
06.08.14,06. Aug 14,0.0069
07.08.14,07. Aug 14,0.0064
08.08.14,08. Aug 14,0.0085
11.08.14,11. Aug 14,0.0084
12.08.14,12. Aug 14,0.0083
13.08.14,13. Aug 14,0.0073
14.08.14,14. Aug 14,0.0065
15.08.14,15. Aug 14,0.006
18.08.14,18. Aug 14,0.0074
19.08.14,19. Aug 14,0.0078
20.08.14,20. Aug 14,0.009
21.08.14,21. Aug 14,0.0092
22.08.14,22. Aug 14,0.0107
25.08.14,25. Aug 14,0.0124
26.08.14,26. Aug 14,0.0093
27.08.14,27. Aug 14,0.0103
28.08.14,28. Aug 14,0.0116
29.08.14,29. Aug 14,0.0131
01.09.14,01. Sep 14,0.0159
02.09.14,02. Sep 14,0.0192
03.09.14,03. Sep 14,0.0185
04.09.14,04. Sep 14,0.0248
05.09.14,05. Sep 14,0.0317
08.09.14,08. Sep 14,0.025
09.09.14,09. Sep 14,0.0209
10.09.14,10. Sep 14,0.0164
11.09.14,11. Sep 14,0.0124
12.09.14,12. Sep 14,0.0095
15.09.14,15. Sep 14,0.0077
16.09.14,16. Sep 14,0.0065
17.09.14,17. Sep 14,0.0062
18.09.14,18. Sep 14,0.0071
19.09.14,19. Sep 14,0.0102
22.09.14,22. Sep 14,0.0094
23.09.14,23. Sep 14,0.0079
24.09.14,24. Sep 14,0.0066
25.09.14,25. Sep 14,0.0079
26.09.14,26. Sep 14,0.0073
29.09.14,29. Sep 14,0.0069
30.09.14,30. Sep 14,0.008
01.10.14,01. Oct 14,0.0132
02.10.14,02. Oct 14,0.0218
03.10.14,03. Oct 14,0.0173
06.10.14,06. Oct 14,0.0159
07.10.14,07. Oct 14,0.0162
08.10.14,08. Oct 14,0.0181
09.10.14,09. Oct 14,0.0216
10.10.14,10. Oct 14,0.0278
13.10.14,13. Oct 14,0.0277
14.10.14,14. Oct 14,0.0273
15.10.14,15. Oct 14,0.0359
16.10.14,16. Oct 14,0.04
17.10.14,17. Oct 14,0.0379
20.10.14,20. Oct 14,0.0324
21.10.14,21. Oct 14,0.0231
22.10.14,22. Oct 14,0.0193
23.10.14,23. Oct 14,0.0165
24.10.14,24. Oct 14,0.0143
27.10.14,27. Oct 14,0.013
28.10.14,28. Oct 14,0.011
29.10.14,29. Oct 14,0.0104
30.10.14,30. Oct 14,0.0139
31.10.14,31. Oct 14,0.0136
03.11.14,03. Nov 14,0.0117
04.11.14,04. Nov 14,0.0116
05.11.14,05. Nov 14,0.008
06.11.14,06. Nov 14,0.0061
07.11.14,07. Nov 14,0.0063
10.11.14,10. Nov 14,0.005
11.11.14,11. Nov 14,0.0044
12.11.14,12. Nov 14,0.0044
13.11.14,13. Nov 14,0.0039
14.11.14,14. Nov 14,0.0041
17.11.14,17. Nov 14,0.0043
18.11.14,18. Nov 14,0.0043
19.11.14,19. Nov 14,0.0053
20.11.14,20. Nov 14,0.0053
21.11.14,21. Nov 14,0.0117
24.11.14,24. Nov 14,0.0091
25.11.14,25. Nov 14,0.0079
26.11.14,26. Nov 14,0.0066
27.11.14,27. Nov 14,0.0053
28.11.14,28. Nov 14,0.0042
01.12.14,01. Dec 14,0.0048
